,platform,priority,time,KMeans
0,495774036596,0,280837394966782681825915295437564806833460883509,4
1,495774036596,0,280837394966782681825915295437564806833460883509,4
2,495774036596,0,280837394966782681825915295437564806833460883510,4
3,495774036596,0,280837394966782681825915295437564806833460883510,4
4,495774036596,0,280837394966782681825915295437564806833460883511,4
5,495774036596,0,280837394966782681825915295437564806833460883511,4
6,495774036596,0,280837394966782681825915295437564806833460883512,4
7,495774036596,0,280837394966782681825915295437564806833460883512,4
8,495774036596,0,280837394966782681825915295437564806833460883513,4
9,495774036596,0,280837394966782681825915295437564806833460883513,4
10,495774036596,0,280837394966782681825915295437564806833460883760,4
11,495774036596,0,280837394966782681825915295437564806833460883760,4
12,495774036596,0,280837394966782681825915295437564806833460883761,4
13,495774036596,0,280837394966782681825915295437564806833460883761,4
14,495774036596,0,280837394966782681825915295437564806833460883762,4
15,495774036596,0,280837394966782681825915295437564806833460883762,4
16,495774036596,0,280837394966782681825915295437564806833460883763,4
17,495774036596,0,280837394966782681825915295437564806833460883763,4
18,495774036596,0,280837394966782681825915295437564806833460883764,4
19,495774036596,0,280837394966782681825915295437564806833460883764,4
20,495774036596,0,280837394966782681825915295437564806833460883765,4
21,495774036596,0,280837394966782681825915295437564806833460883765,4
22,495774036596,0,280837394966782681825915295437564806833460883766,4
23,495774036596,0,280837394966782681825915295437564806833460883766,4
24,495774036596,0,280837394966782681825915295437564806833460883767,4
25,495774036596,0,280837394966782681825915295437564806833460883767,4
26,495774036596,0,280837394966782681825915295437564806833460883768,4
27,495774036596,0,280837394966782681825915295437564806833460883768,4
28,495774036596,0,280837394966782681825915295437564806833460883769,4
29,495774036596,0,280837394966782681825915295437564806833460883769,4
30,495774036596,0,280837394966782681825915295437564806833460884016,4
31,495774036596,0,280837394966782681825915295437564806833460884016,4
32,495774036596,0,280837394966782681825915295437564806833460884017,4
33,495774036596,0,280837394966782681825915295437564806833460884017,4
34,495774036596,0,280837394966782681825915295437564806833460884018,4
35,495774036596,0,280837394966782681825915295437564806833460884018,4
36,495774036596,0,280837394966782681825915295437564806833460884019,4
37,495774036596,0,280837394966782681825915295437564806833460884019,4
38,495774036596,0,280837394966782681825915295437564806833460884020,4
39,495774036596,0,280837394966782681825915295437564806833460884020,4
40,495774036596,0,280837394966782681825915295437564806833460884021,4
41,495774036596,0,280837394966782681825915295437564806833460884021,4
42,495774036596,0,280837394966782681825915295437564806833460884022,4
43,495774036596,0,280837394966782681825915295437564806833460884022,4
44,495774036596,0,280837394966782681825915295437564806833460884023,4
45,495774036596,0,280837394966782681825915295437564806833460884023,4
46,495774036596,0,280837394966782681825915295437564806833460884024,4
47,495774036596,0,280837394966782681825915295437564806833460884024,4
48,495774036596,0,280837394966782681825915295437564806833460884025,4
49,495774036596,0,280837394966782681825915295437564806833460884025,4
50,495774036596,0,280837394966782681825915295437564806833460884272,4
51,495774036596,0,280837394966782681825915295437564806833460884272,4
52,495774036596,0,280837394966782681825915295437564806833460884273,4
53,495774036596,0,280837394966782681825915295437564806833460884273,4
54,495774036596,0,280837394966782681825915295437564806833460884274,4
55,495774036596,0,280837394966782681825915295437564806833460884274,4
56,495774036596,0,280837394966782681825915295437564806833460884275,4
57,495774036596,0,280837394966782681825915295437564806833460884275,4
58,495774036596,0,280837394966782681825915295437564806833460884276,4
59,495774036596,0,280837394966782681825915295437564806833460884276,4
60,495774036596,0,280837394966782681825915295437564806833460884277,4
61,495774036596,0,280837394966782681825915295437564806833460884277,4
62,495774036596,0,280837394966782681825915295437564806833460884278,4
63,495774036596,0,280837394966782681825915295437564806833460884278,4
64,495774036596,0,280837394966782681825915295437564806833460884279,4
65,495774036596,0,280837394966782681825915295437564806833460884279,4
66,495774036596,0,280837394966782681825915295437564806833460884280,4
67,495774036596,0,280837394966782681825915295437564806833460884280,4
68,495774036596,0,280837394966782681825915295437564806833460884281,4
69,495774036596,0,280837394966782681825915295437564806833460884281,4
70,495774036596,0,280837394966782681825915295437564806833460884528,4
71,495774036596,0,280837394966782681825915295437564806833460884528,4
72,495774036596,0,280837394966782681825915295437564806833460884529,4
73,495774036596,0,280837394966782681825915295437564806833460884529,4
74,495774036596,0,280837394966782681825915295437564806833460884530,4
75,495774036596,0,280837394966782681825915295437564806833460884530,4
76,495774036596,0,280837394966782681825915295437564806833460884532,4
77,495774036596,0,280837394966782681825915295437564806833460884532,4
78,495774036596,0,280837394966782681825915295437564806833460884533,4
79,495774036596,0,280837394966782681825915295437564806833460884533,4
80,495774036596,0,280837394966782681825915295437564806833460884534,4
81,495774036596,0,280837394966782681825915295437564806833460884534,4
82,495774036596,0,280837394966782681825915295437564806833460884535,4
83,495774036596,0,280837394966782681825915295437564806833460884535,4
84,495774036596,0,280837394966782681825915295437564806833460884536,4
85,495774036596,0,280837394966782681825915295437564806833460884536,4
86,495774036596,0,280837394966782681825915295437564806833460884537,4
87,495774036596,0,280837394966782681825915295437564806833460884537,4
88,495774036596,0,280837394966782681825915295437564806833460884784,4
89,495774036596,0,280837394966782681825915295437564806833460884784,4
90,495774036596,0,280837394966782681825915295437564806833460884785,4
91,495774036596,0,280837394966782681825915295437564806833460884785,4
92,495774036596,0,280837394966782681825915295437564806833460884786,4
93,495774036596,0,280837394966782681825915295437564806833460884786,4
94,495774036596,0,280837394966782681825915295437564806833460884787,4
95,495774036596,0,280837394966782681825915295437564806833460884787,4
96,495774036596,0,280837394966782681825915295437564806833460884788,4
97,495774036596,0,280837394966782681825915295437564806833460884788,4
98,495774036596,0,280837394966782681825915295437564806833460884789,4
99,495774036596,0,280837394966782681825915295437564806833460884789,4
100,495774036596,0,280837394966782681825915295437564806833460884790,4
101,495774036596,0,280837394966782681825915295437564806833460884790,4
102,495774036596,0,280837394966782681825915295437564806833460884791,4
103,495774036596,0,280837394966782681825915295437564806833460884791,4
104,495774036596,0,280837394966782681825915295437564806833460884792,4
105,495774036596,0,280837394966782681825915295437564806833460884792,4
106,495774036596,0,280837394966782681825915295437564806833460884793,4
107,495774036596,0,280837394966782681825915295437564806833460884793,4
108,495774036596,0,280837394966782681825915295437564806833477660720,4
109,495774036596,0,280837394966782681825915295437564806833477660720,4
110,495774036596,0,280837394966782681825915295437564806833477660721,4
111,495774036596,0,280837394966782681825915295437564806833477660721,4
112,495774036596,0,280837394966782681825915295437564806833477660722,4
113,495774036596,0,280837394966782681825915295437564806833477660722,4
114,495774036596,0,280837394966782681825915295437564806833477660723,4
115,495774036596,0,280837394966782681825915295437564806833477660723,4
116,495774036596,0,280837394966782681825915295437564806833477660724,4
117,495774036596,0,280837394966782681825915295437564806833477660724,4
118,495774036596,0,280837394966782681825915295437564806833477660725,4
119,495774036596,0,280837394966782681825915295437564806833477660725,4
120,495774036596,0,280837394966782681825915295437564806833477660726,4
121,495774036596,0,280837394966782681825915295437564806833477660726,4
122,495774036596,0,280837394966782681825915295437564806833477660727,4
123,495774036596,0,280837394966782681825915295437564806833477660727,4
124,495774036596,0,280837394966782681825915295437564806833477660728,4
125,495774036596,0,280837394966782681825915295437564806833477660728,4
126,495774036596,0,280837394966782681825915295437564806833477660729,4
127,495774036596,0,280837394966782681825915295437564806833477660729,4
128,495774036596,0,280837394966782681825915295437564806833477660976,4
129,495774036596,0,280837394966782681825915295437564806833477660976,4
130,495774036596,0,280837394966782681825915295437564806833477660977,4
131,495774036596,0,280837394966782681825915295437564806833477660977,4
132,495774036596,0,280837394966782681825915295437564806833477660978,4
133,495774036596,0,280837394966782681825915295437564806833477660978,4
134,495774036596,0,280837394966782681825915295437564806833477660979,4
135,495774036596,0,280837394966782681825915295437564806833477660979,4
136,495774036596,0,280837394966782681825915295437564806833477660980,4
137,495774036596,0,280837394966782681825915295437564806833477660980,4
138,495774036596,0,280837394966782681825915295437564806833477660981,4
139,495774036596,0,280837394966782681825915295437564806833477660981,4
140,495774036596,0,280837394966782681825915295437564806833477660982,4
141,495774036596,0,280837394966782681825915295437564806833477660982,4
142,495774036596,0,280837394966782681825915295437564806833477660983,4
143,495774036596,0,280837394966782681825915295437564806833477660983,4
144,495774036596,0,280837394966782681825915295437564806833477660984,4
145,495774036596,0,280837394966782681825915295437564806833477660984,4
146,495774036596,0,280837394966782681825915295437564806833477660985,4
147,495774036596,0,280837394966782681825915295437564806833477660985,4
148,495774036596,0,280837394966782681825915295437564806833477661232,4
149,495774036596,0,280837394966782681825915295437564806833477661232,4
150,495774036596,0,280837394966782681825915295437564806833477661233,4
151,495774036596,0,280837394966782681825915295437564806833477661233,4
152,495774036596,0,280837394966782681825915295437564806833477661234,4
153,495774036596,0,280837394966782681825915295437564806833477661234,4
154,495774036596,0,280837394966782681825915295437564806833477661235,4
155,495774036596,0,280837394966782681825915295437564806833477661235,4
156,495774036596,0,280837394966782681825915295437564806833477661236,4
157,495774036596,0,280837394966782681825915295437564806833477661236,4
158,495774036596,0,280837394966782681825915295437564806833477661237,4
159,495774036596,0,280837394966782681825915295437564806833477661237,4
160,495774036596,0,280837394966782681825915295437564806837655188273,4
161,495774036596,0,280837394966782681825915295437564806837671964725,4
162,495774036596,0,280837394966782681825915295437564806837671964725,4
163,495774036596,0,280837394966782681825915295437564806837671964725,4
164,495774036596,0,280837394966782681825915295437564806837671964726,4
165,495774036596,0,280837394966782681825915295437564806837671964726,4
166,495774036596,0,280837394966782681825915295437564806837671964728,4
167,495774036596,0,280837394966782681825915295437564806837671964728,4
168,495774036596,0,280837394966782681825915295437564806837671964729,4
169,495774036596,0,280837394966782681825915295437564806837671964729,4
170,495774036596,0,280837394966782681825915295437564806837671964976,4
171,495774036596,0,280837394966782681825915295437564806837671964976,4
172,495774036596,0,280837394966782681825915295437564806837671964977,4
173,495774036596,0,280837394966782681825915295437564806837671964977,4
174,495774036596,0,280837394966782681825915295437564806837671964978,4
175,495774036596,0,280837394966782681825915295437564806837671964978,4
176,495774036596,0,280837394966782681825915295437564806837671964979,4
177,495774036596,0,280837394966782681825915295437564806837671964979,4
178,495774036596,0,280837394966782681825915295437564806837671964980,4
179,495774036596,0,280837394966782681825915295437564806837671964980,4
180,495774036596,0,280837394966782681825915295437564806837671964981,4
181,495774036596,0,280837394966782681825915295437564806837671964981,4
182,495774036596,0,280837394966782681825915295437564806837671964982,4
183,495774036596,0,280837394966782681825915295437564806837671964982,4
184,495774036596,0,280837394966782681825915295437564806837671964983,4
185,495774036596,0,280837394966782681825915295437564806837671964983,4
186,495774036596,0,280837394966782681825915295437564806837671964984,4
187,495774036596,0,280837394966782681825915295437564806837671964984,4
188,495774036596,0,280837394966782681825915295437564806837671964985,4
189,495774036596,0,280837394966782681825915295437564806837671964985,4
190,495774036596,0,280837394966782681825915295437564806837671965232,4
191,495774036596,0,280837394966782681825915295437564806837671965232,4
192,495774036596,0,280837394966782681825915295437564806837671965233,4
193,495774036596,0,280837394966782681825915295437564806837671965233,4
194,495774036596,0,280837394966782681825915295437564806837671965234,4
195,495774036596,0,280837394966782681825915295437564806837671965234,4
196,495774036596,0,280837394966782681825915295437564806837671965235,4
197,495774036596,0,280837394966782681825915295437564806837671965235,4
198,495774036596,0,280837394966782681825915295437564806837671965236,4
199,495774036596,0,280837394966782681825915295437564806837671965236,4
200,495774036596,0,280837394966782681825915295437564806837671966006,4
201,495774036596,0,280837394966782681825915295437564806837688742200,4
202,495774036596,0,280837394966782681825915295437564806837688742200,4
203,495774036596,0,280837394966782681825915295437564806837688742200,4
204,495774036596,0,280837394966782681825915295437564806837688742200,4
205,495774036596,0,280837394966782681825915295437564806837688742200,4
206,495774036596,0,280837394966782681825915295437564806837739073849,4
207,495774036596,0,280859695711981212449056831155837173728630420024,7
208,495774036596,0,280859695711981212449056831155837173728630420024,7
209,495774036596,0,280859695711981212449056831155837173732791169847,7
210,495774036596,0,280859695711981212449056831155837173732791170360,7
211,495774036596,0,280859695711981212449056831155837173732875056440,7
212,495774036596,0,280859695711981212449056831155837173737086137656,7
213,495774036596,0,280859695711981212449056831155837173737186799929,7
214,495774036596,0,280859695711981212449056831155837173737186799929,7
215,478678312291,0,280881996457179743072198366874110947994220770609,0
216,478678312291,0,280881996457179743072198366874110947994220770611,0
217,478678312291,0,280881996457179743072198366874110947994220770613,0
218,478678312291,0,280881996457179743072198366874110947994220770613,0
219,478678312291,0,280881996457179743072198366874110385044284125234,0
220,478678312291,0,280881996457179743072198366874110385044284125238,0
221,478678312291,0,280881996457179743072198366874110385044284125238,0
222,478678312291,0,280881996457179743072198366874110385044284125750,0
223,478678312291,0,280881996457179743072198366874110385044300902448,0
224,478678312291,0,280881996457179743072198366874110385044300902450,0
225,478678312291,0,280881996457179743072198366874110385044300902450,0
226,478678312291,0,280881996457179743072198366874110385044300902450,0
227,478678312291,0,280881996457179743072198366874110385044300902450,0
228,478678312291,0,280881996457179743072198366874110385044300902450,0
229,478678312291,0,280881996457179743072198366874110385044300902450,0
230,478678312291,0,280881996457179743072198366874110385044300902450,0
231,478678312291,0,280881996457179743072198366874110385044300902450,0
232,478678312291,0,280881996457179743072198366874110385044300902450,0
233,478678312291,0,280881996457179743072198366874110385044300902450,0
234,478678312291,0,280881996457179743072198366874110385044300902450,0
235,478678312291,0,280881996457179743072198366874110385044300902450,0
236,478678312291,0,280881996457179743072198366874110385044300902450,0
237,478678312291,0,280881996457179743072198366874110385044300902450,0
238,478678312291,0,280881996457179743072198366874110385044300902450,0
239,478678312291,0,280881996457179743072198366874110385044300902450,0
240,478678312291,0,280881996457179743072198366874110385044300902450,0
241,478678312291,0,280881996457179743072198366874110385044300902450,0
242,478678312291,0,280881996457179743072198366874110385044300902450,0
243,478678312291,0,280881996457179743072198366874110385044300902450,0
244,478678312291,0,280881996457179743072198366874110385044300902454,0
245,478678312291,0,280881996457179743072198366874110385044300902454,0
246,478678312291,0,280881996457179743072198366874110385044300902454,0
247,478678312291,0,280881996457179743072198366874110385044300902454,0
248,478678312291,0,280881996457179743072198366874110385044300902454,0
249,478678312291,0,280881996457179743072198366874110385044300902454,0
250,478678312291,0,280881996457179743072198366874110385044300902454,0
251,478678312291,0,280881996457179743072198366874110385044300902454,0
252,478678312291,0,280881996457179743072198366874110385044300902454,0
253,478678312291,0,280881996457179743072198366874110385044300902454,0
254,478678312291,0,280881996457179743072198366874110385044300902454,0
255,478678312291,0,280881996457179743072198366874110385044300902454,0
256,478678312291,0,280881996457179743072198366874110385044300902454,0
257,478678312291,0,280881996457179743072198366874110385044300902454,0
258,478678312291,0,280881996457179743072198366874110385044300902454,0
259,478678312291,0,280881996457179743072198366874110385044300902454,0
260,478678312291,0,280881996457179743072198366874110385044300902454,0
261,478678312291,0,280881996457179743072198366874110385044300902454,0
262,478678312291,0,280881996457179743072198366874110385044300902456,0
263,478678312291,0,280881996457179743072198366874110385044300902456,0
264,478678312291,0,280881996457179743072198366874110385044300902456,0
265,478678312291,0,280881996457179743072198366874110385044300902456,0
266,478678312291,0,280881996457179743072198366874110385044300902968,0
267,478678312291,0,280881996457179743072198366874110385044300902968,0
268,478678312291,0,280881996457179743072198366874110385044300903220,0
269,478678312291,0,280881996457179743072198366874110385044300903220,0
270,478678312291,0,280881996457179743072198366874110385044300903220,0
271,478678312291,0,280881996457179743072198366874110385044300903220,0
272,478678312291,0,280881996457179743072198366874110385044300903220,0
273,478678312291,0,280881996457179743072198366874110385044300903220,0
274,478678312291,0,280881996457179743072198366874110385044300903220,0
275,478678312291,0,280881996457179743072198366874110385044300903220,0
276,478678312291,0,280881996457179743072198366874110385044300903220,0
277,478678312291,0,280881996457179743072198366874110385044300903220,0
278,478678312291,0,280881996457179743072198366874110385044300903222,0
279,478678312291,0,280881996457179743072198366874110385044300903222,0
280,478678312291,0,280881996457179743072198366874110385044300903222,0
281,478678312291,0,280881996457179743072198366874110385044300903222,0
282,478678312291,0,280881996457179743072198366874110385044300903222,0
283,478678312291,0,280881996457179743072198366874110385044300903222,0
284,478678312291,0,280881996457179743072198366874110385044300903222,0
285,478678312291,0,280881996457179743072198366874110385044300903222,0
286,478678312291,0,280881996457179743072198366874110385044300903222,0
287,478678312291,0,280881996457179743072198366874110385044300903222,0
288,478678312291,0,280881996457179743072198366874110385044300903222,0
289,478678312291,0,280881996457179743072198366874110385044300903222,0
290,478678312291,0,280881996457179743072198366874110385044300903224,0
291,478678312291,0,280881996457179743072198366874110385044300903224,0
292,478678312291,0,280881996457179743072198366874110385044300903224,0
293,478678312291,0,280881996457179743072198366874110385044300903224,0
294,478678312291,0,280881996457179743072198366874110385044317679922,0
295,478678312291,0,280881996457179743072198366874110385044317679928,0
296,478678312291,0,280881996457179743072198366874110385044317679928,0
297,512736523624,0,286613287973202113219573046470109519303008727093,3
298,512736523624,0,286613287973202113219573046470109519303008727093,3
299,512736523624,0,286613287973202113219573046470109519303008727093,3
300,512736523624,0,286613287973202113219573046470109519303025504304,3
301,512736523624,0,286613287973202113219573046470109519303025504304,3
302,512736523624,0,286613287973202113219573046470109519303025504304,3
303,8319681683601323105,0,292233075761902602255455131601984312511242580018,1
304,8319681683601323105,0,292233075761902602255455131601984312511242580018,1
305,8319681683601323105,0,292233075761902602255455131601984031036332978224,1
306,8319681683601323105,0,292233075761902602255455131601984031036332978224,1
307,8319681683601323105,0,292233075761902602255455131601984031040577613877,1
308,8319681683601323105,0,292233075761902602255455131601984031040577613877,1
309,8319681683601323105,0,292233075761902602255455131601984031040644722738,1
310,8319681683601323105,0,292233075761902602255455131601984031040644722738,1
311,8319681683601323105,0,292233075761902602255455131601984031044990021681,1
312,8319681683601323105,0,292233075761902602255455131601984031044990021681,1
313,8319681683601323105,0,292233075761902602255455131601984312511242580018,1
314,8319681683601323105,0,292233075761902602255455131601984312511242580018,1
315,8319681683601323105,0,275195306431554434171106758714514965573928628273,2
316,8319681683601323105,0,275195306431554434171106758714514965573928628273,2
317,8319681683601323105,0,275195306431554434171106758714514965595369910325,2
318,8319681683601323105,0,275195306431554434171106758714514965595369910325,2
319,8319681683601323105,0,275195306431554434171106758714584489893192937524,2
320,8319681683601323105,0,275195306431554434171106758714584489893192937524,2
321,8319681683601323105,0,275195306431554434171106758714584489897454350384,2
322,8319681683601323105,0,275195306431554434171106758714584489897454350384,2
323,8319681683601323105,0,292233075761902602255455131601984031036332978224,1
324,8319681683601323105,0,292233075761902602255455131601984031036332978224,1
325,8319681683601323105,0,292233075761902602255455131601984031040577613877,1
326,8319681683601323105,0,292233075761902602255455131601984031040577613877,1
327,8319681683601323105,0,292233075761902602255455131601984031040644722738,1
328,8319681683601323105,0,292233075761902602255455131601984031040644722738,1
329,8319681683601323105,0,292233075761902602255455131601984031044990021681,1
330,8319681683601323105,0,292233075761902602255455131601984031044990021681,1
331,8319681683601323105,0,292233075761902602255455131601984312511242580018,1
332,8319681683601323105,0,292233075761902602255455131601984312511242580018,1
333,8319681683601323105,0,275195306431554434171106758714514965573928628273,2
334,8319681683601323105,0,275195306431554434171106758714514965573928628273,2
335,8319681683601323105,0,275195306431554434171106758714514965595369910325,2
336,8319681683601323105,0,275195306431554434171106758714514965595369910325,2
337,8319681683601323105,0,275195306431554434171106758714584489893192937524,2
338,8319681683601323105,0,275195306431554434171106758714584489893192937524,2
339,8319681683601323105,0,275195306431554434171106758714584489897454350384,2
340,8319681683601323105,0,275195306431554434171106758714584489897454350384,2
341,8319681683601323105,0,275239907921951495417389830151059980843354828850,6
342,8319681683601323105,0,275239907921951495417389830151059980843354828850,6
343,8319681683601323105,0,292233075761902602255455131601984312498357678131,1
344,8319681683601323105,0,286724791697865538339495809188570079945853382709,5
345,8319681683601323105,0,286724791697865538339495809188570079950181904435,5
346,8319681683601323105,0,292233075761902602255455131601984031036316201009,1
347,8319681683601323105,0,292233075761902602255455131601984312498357678131,1
348,8319681683601323105,0,280815094221584151202773759719222352682042404917,8
349,8319681683601323105,0,286724791697865538339495809188570079945853382709,5
350,8319681683601323105,0,286724791697865538339495809188570079950181904435,5
351,8319681683601323105,0,292233075761902602255455131601984031036316201009,1
352,8319681683601323105,0,292233075761902602255455131601984312498357678131,1
353,8319681683601323105,0,280815094221584151202773759719222352682042404917,8
354,8319681683601323105,0,280859695711981212449056831155767086467935514672,7
